job_id,candidate_id,skill_level,gender,overall_score_mean,criteria_Fuehrungsstaerke_mean,criteria_Durchsetzungsfaehigkeit_mean,criteria_Teamfaehigkeit_mean,criteria_Kommunikation_mean,criteria_Zielstrebigkeit_mean,criteria_Kompetenz_mean,selection_rate
Entw.,profil_1_1,1,female,3.0,1.8,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_1,1,male,3.0,1.8,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_2,1,female,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_2,1,male,3.0,1.8,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_3,1,female,3.0,1.8,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_3,1,male,3.0,1.4,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_4,1,female,3.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_4,1,male,3.0,1.6,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_5,1,female,3.0,1.8,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_1_5,1,male,3.0,1.6,2.0,4.0,3.0,3.0,3.0,1.0
Entw.,profil_2_1,2,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_1,2,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_2,2,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_2,2,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_3,2,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_3,2,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_4,2,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_4,2,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_5,2,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_2_5,2,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_1,3,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_1,3,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_2,3,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_2,3,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_3,3,female,4.0,2.0,3.0,4.0,3.4,4.0,4.0,1.0
Entw.,profil_3_3,3,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_4,3,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_4,3,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_5,3,female,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_3_5,3,male,4.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0
Entw.,profil_4_1,4,female,4.0,2.0,3.0,4.2,3.4,4.0,4.6,1.0
Entw.,profil_4_1,4,male,4.0,2.0,3.0,4.0,3.0,4.0,4.8,1.0
