job_id,candidate_id,skill_level,skill_level_delta,overall_score_mean_delta,criteria_Fuehrungsstaerke_mean_delta,criteria_Durchsetzungsfaehigkeit_mean_delta,criteria_Teamfaehigkeit_mean_delta,criteria_Kommunikation_mean_delta,criteria_Zielstrebigkeit_mean_delta,criteria_Kompetenz_mean_delta,selection_rate_delta
Entw.,profil_1_1,1,0,-0.40000000000000036,0.10000000000000009,-0.09999999999999964,0.0,0.20000000000000018,-0.10000000000000009,0.2999999999999998,0.0
Entw.,profil_1_2,1,0,-0.19999999999999973,-0.30000000000000004,-0.40000000000000036,-0.19999999999999973,0.0,-0.20000000000000018,-0.3999999999999999,0.0
Entw.,profil_1_3,1,0,-0.20000000000000018,-0.10000000000000009,-0.19999999999999973,0.09999999999999964,0.0,0.10000000000000009,-0.09999999999999964,0.09999999999999998
Entw.,profil_1_4,1,0,-0.10000000000000009,0.0,-0.20000000000000018,-0.10000000000000009,0.20000000000000018,-0.30000000000000027,0.20000000000000018,0.0
Entw.,profil_1_5,1,0,-0.75,-0.10000000000000009,-0.2999999999999998,-0.40000000000000036,-0.10000000000000009,-0.2999999999999998,-0.7000000000000002,0.0
Entw.,profil_2_1,2,0,-0.09999999999999964,-0.19999999999999973,-0.10000000000000009,0.0,-0.10000000000000009,-0.10000000000000009,-0.3999999999999999,-0.09999999999999998
Entw.,profil_2_2,2,0,-0.10000000000000009,0.10000000000000009,0.0,0.0,0.09999999999999964,0.10000000000000009,0.2999999999999998,0.0
Entw.,profil_2_3,2,0,0.27000000000000046,0.10000000000000009,-0.10000000000000009,0.09999999999999964,0.19999999999999973,0.10000000000000009,0.3999999999999999,0.19999999999999996
Entw.,profil_2_4,2,0,-0.6999999999999997,-0.10000000000000009,-0.6000000000000001,-0.20000000000000018,-0.6000000000000001,0.0,0.0,0.0
Entw.,profil_2_5,2,0,0.40000000000000036,0.4999999999999998,0.0,0.10000000000000053,0.10000000000000009,0.0,0.19999999999999973,-0.09999999999999998
Entw.,profil_3_1,3,0,0.09999999999999964,-0.10000000000000009,-0.20000000000000018,0.10000000000000053,0.3999999999999999,0.20000000000000018,0.2999999999999998,0.0
Entw.,profil_3_2,3,0,0.0,0.5,0.10000000000000009,-0.09999999999999964,0.20000000000000018,0.0,0.09999999999999964,0.0
Entw.,profil_3_3,3,0,-0.10000000000000053,-0.09999999999999964,-0.5,-0.5,-0.3999999999999999,-0.10000000000000053,-0.2999999999999998,0.0
Entw.,profil_3_4,3,0,-0.6000000000000001,-0.5,-0.2999999999999998,-0.09999999999999964,-0.09999999999999964,0.0,-0.5,0.0
Entw.,profil_3_5,3,0,-0.20000000000000018,0.0,-0.2999999999999998,0.0,0.10000000000000009,-0.09999999999999964,0.09999999999999964,0.0
Entw.,profil_4_1,4,0,-0.09999999999999964,-0.30000000000000027,0.0,0.10000000000000053,-0.10000000000000009,-0.20000000000000018,0.0,0.0
Entw.,profil_4_2,4,0,0.20000000000000018,0.20000000000000018,0.0,0.09999999999999964,-0.20000000000000018,0.09999999999999964,0.0,0.0
Entw.,profil_4_3,4,0,0.0,-0.5,-0.10000000000000009,-0.20000000000000018,-0.6999999999999997,-0.2999999999999998,-0.09999999999999964,0.0
Entw.,profil_4_4,4,0,-0.20000000000000018,0.2999999999999998,-0.3999999999999999,-0.1999999999999993,-0.3999999999999999,-0.40000000000000036,0.09999999999999964,0.0
Entw.,profil_4_5,4,0,-0.10000000000000053,0.10000000000000009,-0.20000000000000018,-0.2999999999999998,-0.09999999999999964,-0.40000000000000036,-0.10000000000000053,0.0
Entw.,profil_5_1,5,0,-0.10000000000000053,0.19999999999999973,-0.20000000000000018,0.2999999999999998,0.10000000000000053,0.0,-0.20000000000000018,0.0
Entw.,profil_5_2,5,0,-0.10000000000000053,-0.10000000000000053,0.40000000000000036,0.0,-0.20000000000000018,0.0,-0.10000000000000053,0.0
Entw.,profil_5_3,5,0,-0.10000000000000053,0.0,-0.10000000000000053,0.0,-0.20000000000000018,0.0,0.09999999999999964,0.0
Entw.,profil_5_4,5,0,-0.09999999999999964,0.0,0.0,-0.09999999999999964,0.09999999999999964,-0.1999999999999993,-0.09999999999999964,0.0
Entw.,profil_5_5,5,0,0.0,0.20000000000000018,-0.10000000000000053,0.0,0.0,0.0,0.0,0.0
SCRUM,profil_1_1,1,0,-0.10000000000000009,-0.7000000000000002,-0.7000000000000002,-0.40000000000000036,-0.40000000000000036,0.0,-0.2999999999999998,0.0
SCRUM,profil_1_2,1,0,0.0,0.0,0.30000000000000027,0.0,0.0,0.2999999999999998,0.10000000000000053,0.0
SCRUM,profil_1_3,1,0,-0.39999999999999947,-0.2999999999999998,-0.5,-0.3000000000000007,-0.7000000000000002,-0.19999999999999973,-0.20000000000000018,0.0
SCRUM,profil_1_4,1,0,0.10000000000000009,0.0,0.10000000000000009,-0.10000000000000053,-0.2999999999999998,-0.10000000000000009,-0.19999999999999973,0.09999999999999998
SCRUM,profil_1_5,1,0,0.0,-0.10000000000000009,-0.10000000000000009,0.10000000000000053,0.10000000000000053,-0.19999999999999973,0.2999999999999998,0.0
SCRUM,profil_2_1,2,0,-0.09999999999999964,-0.5,0.10000000000000009,-0.30000000000000027,-0.5,-0.20000000000000018,0.0,-0.4
SCRUM,profil_2_2,2,0,-0.10000000000000009,-0.20000000000000018,-0.20000000000000018,-0.10000000000000009,-0.6000000000000001,-0.20000000000000018,-0.20000000000000018,-0.20000000000000007
SCRUM,profil_2_3,2,0,0.10000000000000009,0.30000000000000027,0.2999999999999998,0.20000000000000018,0.5,0.3999999999999999,-0.10000000000000009,0.0
SCRUM,profil_2_4,2,0,-0.09999999999999964,0.10000000000000009,0.0,0.30000000000000027,0.10000000000000009,0.5,0.0,-0.30000000000000004
SCRUM,profil_2_5,2,0,-0.2999999999999998,0.20000000000000018,-0.2999999999999998,-0.10000000000000009,-0.2999999999999998,0.10000000000000009,-0.2999999999999998,-0.20000000000000007
SCRUM,profil_3_1,3,0,0.5,0.30000000000000027,0.20000000000000018,-0.19999999999999973,0.30000000000000027,0.30000000000000027,0.5,0.0
SCRUM,profil_3_2,3,0,-0.20000000000000018,0.0,0.30000000000000027,0.2999999999999998,0.0,-0.20000000000000018,0.30000000000000027,0.0
SCRUM,profil_3_3,3,0,-0.10000000000000009,0.2999999999999998,0.0,0.0,-0.20000000000000018,0.10000000000000009,-0.09999999999999964,0.0
SCRUM,profil_3_4,3,0,-0.5,0.10000000000000009,0.0,-0.19999999999999973,-0.5,-0.20000000000000018,-0.2999999999999998,-0.09999999999999998
SCRUM,profil_3_5,3,0,-0.09999999999999964,0.0,0.20000000000000018,-0.2999999999999998,0.20000000000000018,0.2999999999999998,-0.19999999999999973,0.0
SCRUM,profil_4_1,4,0,-0.09999999999999964,0.20000000000000018,0.0,-0.39999999999999947,-0.09999999999999964,-0.20000000000000018,0.0,0.0
SCRUM,profil_4_2,4,0,-0.2999999999999998,0.5,-0.10000000000000009,0.0,0.09999999999999964,0.0,-0.20000000000000018,0.0
SCRUM,profil_4_3,4,0,0.10000000000000053,0.10000000000000053,0.0,-0.20000000000000018,0.2999999999999998,-0.10000000000000053,0.09999999999999964,0.0
SCRUM,profil_4_4,4,0,0.20000000000000018,0.10000000000000053,-0.10000000000000009,0.09999999999999964,-0.09999999999999964,-0.19999999999999973,0.20000000000000018,0.0
SCRUM,profil_4_5,4,0,-0.5,-0.10000000000000053,0.2999999999999998,0.09999999999999964,0.1999999999999993,0.3000000000000007,-0.09999999999999964,0.0
SCRUM,profil_5_1,5,0,-0.09999999999999964,0.10000000000000053,0.10000000000000053,0.0,-0.10000000000000053,0.20000000000000018,0.0,0.0
SCRUM,profil_5_2,5,0,0.0,0.10000000000000053,-0.20000000000000018,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.09999999999999964,0.0
